,Name,Year,Kilometers_Driven,Fuel_Type,Mileage,Engine,Power,Price
350,Tata Manza Club,2013,47304,Diesel,21.02,1248,88.8,2.9
351,Skoda Octavia RS,2005,100000,Petrol,14.45,1984,227.0,2.05
352,Maruti Alto K10,2017,30000,Petrol,24.07,998,67.1,3.75
353,Ford Ecosport 1.5,2014,68000,Diesel,22.7,1498,89.84,6.75
354,Chevrolet Spark 1.0,2011,21000,Petrol,18.0,995,62.0,0.95
355,Jaguar XF 2.0,2017,21000,Diesel,19.33,1999,177.0,52.0
356,Honda CR-V RVi,2007,119000,Petrol,13.1,1997,141.1,3.91
357,Skoda Superb L&K,2019,13747,Petrol,14.67,1798,177.46,27.3
358,Hyundai i10 Magna,2009,620000,Petrol,20.36,1197,78.9,2.7
359,Maruti Swift LDI,2013,70000,Diesel,22.9,1248,74.0,3.5
360,Maruti Swift Dzire,2016,18000,Petrol,18.5,1197,83.14,6.2
361,Nissan Micra Diesel,2011,83000,Diesel,23.08,1461,63.1,2.75
362,Maruti Swift Dzire,2015,130000,Diesel,23.4,1248,74.0,3.25
363,Ford Fiesta Classic,2012,63400,Diesel,17.8,1399,67.0,3.25
364,Maruti Zen LX,2003,65000,Petrol,17.3,993,60.0,0.65
365,Mini Clubman Cooper,2017,8350,Petrol,13.8,1998,192.0,35.0
366,Toyota Etios GD,2014,45000,Diesel,23.59,1364,67.05,3.25
367,Maruti Alto 800,2018,26200,Petrol,24.7,796,47.3,2.9
368,Maruti Alto VXi,2011,11000,Petrol,18.9,796,47.0,2.9
369,BMW X5 3.0d,2009,90000,Diesel,11.0,2993,235.0,17.75
370,Nissan Teana XV,2015,74000,Petrol,11.07,2496,179.5,8.25
371,Hyundai Grand i10,2015,37081,Petrol,18.9,1197,82.0,5.77
372,Maruti Vitara Brezza,2017,39000,Diesel,24.3,1248,88.5,9.49
373,Audi Q7 3.0,2008,99000,Diesel,12.07,2967,241.4,12.95
374,Mercedes-Benz GLA Class,2015,38000,Diesel,17.9,2143,136.0,20.0
375,Maruti 800 AC,2007,72000,Petrol,16.1,796,37.0,1.0
376,Renault Duster 85PS,2015,93000,Diesel,20.45,1461,83.8,7.1
377,Toyota Corolla Altis,2017,5900,Diesel,21.43,1364,87.2,16.5
378,Mercedes-Benz New C-Class,2014,25000,Diesel,15.8,2148,170.0,26.0
379,Maruti Ritz VDi,2010,68000,Diesel,21.1,1248,73.9,3.2
380,Honda BRV i-VTEC,2017,35676,Petrol,16.0,1497,117.3,9.48
381,Hyundai Xcent 1.1,2015,74310,Diesel,24.4,1120,71.0,4.0
382,Mercedes-Benz E-Class 2009-2013,2014,59364,Diesel,14.21,2143,203.0,26.5
383,Mercedes-Benz B Class,2014,41380,Petrol,14.8,1595,120.7,11.77
384,Mercedes-Benz E-Class 2015-2017,2017,33900,Diesel,15.0,2143,204.0,37.0
385,Honda City i,2016,28000,Petrol,17.8,1497,117.3,8.75
386,Hyundai Santro Xing,2007,50958,Petrol,17.0,1086,74.0,1.95
387,Honda City 1.5,2011,93982,Petrol,17.0,1497,118.0,3.75
388,Hyundai Verna Transform,2010,95000,Petrol,16.2,1599,103.2,2.5
389,Jaguar XE Portfolio,2017,9000,Petrol,13.5,1999,246.74,34.5
390,Honda Amaze S,2015,52516,Petrol,18.0,1198,86.7,4.65
391,Mini Cooper Convertible,2015,20000,Petrol,18.86,1598,122.0,32.0
392,Mercedes-Benz S Class,2017,56451,Diesel,13.5,2987,282.0,62.81
393,Hyundai EON Magna,2014,37000,Petrol,21.1,814,55.2,3.25
394,Maruti Wagon R,2014,17400,Petrol,20.51,998,67.04,3.1
395,Maruti Ritz LDi,2011,90207,Diesel,21.1,1248,73.9,3.91
396,BMW 3 Series,2011,89616,Diesel,16.07,1995,181.0,11.0
397,Tata Xenon XT,2014,85000,Diesel,13.49,2179,138.03,3.5
398,Audi A3 35,2014,79271,Diesel,20.38,1968,143.0,16.5
399,Land Rover Range,2012,56000,Diesel,12.7,2179,187.7,30.0
400,Mercedes-Benz GL-Class 2007,2010,85001,Diesel,12.0,2987,224.0,28.0
401,Mitsubishi Pajero Sport,2018,12000,Diesel,13.5,2477,175.56,28.0
402,Maruti Alto LX,2010,125000,Petrol,19.7,796,46.3,0.92
403,Maruti Wagon R,2013,53000,Petrol,14.0,1061,64.0,2.75
404,Land Rover Range,2017,34990,Diesel,12.7,2179,187.7,53.83
405,Hyundai Verna 1.6,2011,49768,Petrol,17.01,1591,121.3,4.95
406,BMW 5 Series,2013,56000,Diesel,16.73,2993,218.0,33.5
407,Jaguar XF Diesel,2013,75000,Diesel,14.74,2993,270.9,27.95
408,Skoda Superb Elegance,2010,57000,Petrol,13.7,1798,157.75,7.25
409,Audi Q3 35,2017,37542,Diesel,15.73,1968,174.33,25.71
410,Land Rover Range,2014,95649,Diesel,12.7,2179,187.7,29.67
411,Mercedes-Benz New C-Class,2013,35299,Diesel,14.84,2143,170.0,19.0
412,Mahindra Scorpio S10,2017,28464,Diesel,15.4,2179,120.0,13.05
413,BMW 3 Series,2015,41000,Diesel,21.76,1995,190.0,25.5
414,Honda BR-V i-VTEC,2017,9000,Petrol,15.4,1497,117.3,8.5
415,Volvo S80 2006-2013,2010,92098,Diesel,16.0,2400,215.0,7.25
416,Hyundai Accent GLE,2005,5834,Petrol,13.2,1495,94.0,0.8
417,Hyundai i20 Active,2017,40250,Petrol,17.19,1197,81.86,6.9
418,Mercedes-Benz GLC 43,2018,22397,Petrol,11.5,2996,367.0,70.99
419,Hyundai EON Magna,2015,20800,Petrol,21.1,814,55.2,2.25
420,Hyundai Grand i10,2018,40322,Petrol,18.9,1197,81.86,5.5
421,Honda City 1.5,2013,52576,Petrol,13.0,1493,100.0,4.35
422,Volkswagen Polo Petrol,2010,55000,Petrol,16.47,1198,73.9,2.25
423,Audi A6 35,2016,47000,Petrol,15.26,1798,187.74,24.5
424,Volkswagen Jetta 2007-2011,2010,42021,Diesel,0.0,1968,74.0,5.45
425,Hyundai Creta 1.6,2017,23163,Petrol,15.29,1591,121.3,12.03
426,Mercedes-Benz New C-Class,2011,50000,Petrol,11.74,1796,186.0,8.5
427,Mini Cooper Convertible,2014,11900,Petrol,16.82,1998,189.08,28.5
428,Hyundai Santro Xing,2006,108000,Petrol,17.0,1086,74.0,1.2
429,Toyota Etios VD,2013,37000,Diesel,23.59,1364,67.04,5.75
430,Honda Brio S,2014,30000,Petrol,19.4,1198,86.8,3.2
431,Maruti Baleno Alpha,2018,12831,Petrol,21.4,1197,83.1,9.89
432,Skoda Laura Ambiente,2012,143017,Diesel,20.0,1968,138.1,6.58
433,Hyundai EON Era,2018,13102,Petrol,21.1,814,55.2,4.06
434,Renault Captur 1.5,2019,24950,Diesel,20.37,1461,108.45,13.37
435,BMW 5 Series,2011,57832,Diesel,16.2,2993,258.0,25.82
436,Maruti Alto 800,2016,34267,Petrol,22.74,796,47.3,3.74
437,Volvo V40 D3,2015,33000,Diesel,16.8,1984,150.0,22.0
438,Maruti Wagon R,2007,55100,Petrol,18.9,998,67.1,1.45
439,Honda City ZX,2008,40000,Petrol,17.7,1497,78.0,2.0
440,Maruti Eeco 5,2017,31841,CNG,15.1,1196,73.0,4.7
441,Chevrolet Enjoy 1.4,2014,15000,Petrol,13.7,1399,98.79,3.75
442,Mahindra Bolero ZLX,2016,82756,Diesel,15.96,2523,62.1,7.7
443,Hyundai Santro GLS,2012,50243,Petrol,0.0,1086,74.0,3.35
444,Hyundai EON D,2014,20600,Petrol,21.1,814,55.2,2.6
445,Hyundai Creta 1.6,2017,29952,Petrol,13.0,1591,121.3,13.77
446,Volkswagen Vento 1.6,2017,15000,Petrol,16.09,1598,103.5,7.1
447,Honda Civic 2006-2010,2008,61938,Petrol,12.9,1799,130.0,2.65
448,Tata Indica Vista,2014,67000,Diesel,22.3,1248,74.0,2.5
449,Mahindra XUV500 W8,2013,61672,Diesel,16.0,2179,140.0,7.53
450,Hyundai i20 1.2,2017,26185,Petrol,18.6,1197,81.83,7.98
451,Audi Q5 30,2014,38000,Diesel,14.16,1968,174.3,39.0
452,Maruti Ritz VXi,2011,67000,Petrol,18.5,1197,85.8,2.25
453,Mitsubishi Cedia Sports,2010,66000,Petrol,13.17,1999,114.0,3.85
454,Toyota Innova 2.5,2015,80883,Diesel,12.8,2494,102.0,13.5
455,Maruti Celerio LDi,2016,80219,Diesel,27.62,793,47.0,3.5
456,Maruti S-Cross Delta,2018,12923,Diesel,25.1,1248,88.5,8.92
457,Audi Q3 35,2016,86642,Diesel,15.17,1968,181.0,20.37
458,BMW 3 Series,2016,19235,Diesel,21.76,1995,190.0,36.5
459,Audi Q7 4.2,2016,51002,Diesel,11.33,4134,335.2,48.91
460,Hyundai i20 2015-2017,2016,6800,Petrol,18.6,1197,81.83,7.2
461,Renault Duster 110PS,2012,82749,Diesel,19.01,1461,108.45,5.99
462,Hyundai Xcent 1.1,2016,51000,Diesel,24.4,1120,71.0,5.25
463,Ford Ecosport 1.5,2014,31465,Diesel,22.7,1498,89.84,6.5
464,Volkswagen Polo Petrol,2013,76476,Petrol,16.47,1198,73.9,4.4
465,Hyundai Grand i10,2017,14000,Diesel,24.0,1120,70.0,4.6
466,Tata Manza Aqua,2013,47000,Diesel,21.12,1248,88.8,2.95
467,Honda City 1.5,2011,48466,Petrol,17.0,1497,118.0,3.26
468,Hyundai Santro Xing,2008,46000,Petrol,17.92,1086,62.1,2.22
469,Toyota Innova 2.5,2012,162663,Diesel,12.99,2494,100.0,10.5
470,Maruti Ciaz 1.3,2017,25142,Diesel,28.09,1248,88.5,8.26
471,Toyota Fortuner 4x4,2013,69000,Diesel,12.55,2982,169.0,14.45
472,Ford Fiesta 1.6,2009,80524,Petrol,15.3,1596,74.0,2.5
473,Mercedes-Benz E-Class E,2018,26405,Petrol,12.6,1950,191.34,51.43
474,Mercedes-Benz New C-Class,2014,45000,Diesel,15.8,2148,170.0,23.0
475,Skoda Yeti Ambition,2012,64284,Diesel,17.72,1968,108.49,5.5
476,Hyundai Grand i10,2015,27000,Petrol,18.9,1197,82.0,4.5
477,Ford Figo 2015-2019,2018,3678,Petrol,18.16,1196,86.8,6.8
478,Skoda Octavia Ambition,2013,21000,Petrol,16.8,1395,138.02,8.75
479,Renault Duster 85PS,2015,67000,Diesel,19.87,1461,83.8,7.0
480,Land Rover Range,2015,24000,Diesel,15.68,1999,177.0,33.5
481,Ford Figo Diesel,2011,75000,Diesel,20.0,1399,68.0,2.25
482,Ford Endeavour Hurricane,2008,179000,Diesel,12.8,2953,156.0,4.24
483,Toyota Fortuner 4x4,2017,47198,Diesel,12.55,2982,168.5,28.42
484,Volkswagen Polo Diesel,2012,52000,Diesel,22.07,1199,73.9,2.75
485,Maruti Ritz VDi,2011,91000,Diesel,23.2,1248,73.94,3.0
486,Nissan Micra Diesel,2013,60000,Diesel,23.08,1461,63.1,3.55
487,Hyundai Verna 1.6,2013,37873,Diesel,22.32,1582,126.32,4.8
488,BMW 5 Series,2011,31000,Petrol,10.8,2497,150.0,13.5
489,Mercedes-Benz GLS 350d,2017,129000,Diesel,11.0,2987,258.0,56.0
490,Honda CR-V 2.4L,2004,78000,Petrol,12.0,2354,187.4,3.99
491,Hyundai Creta 1.6,2016,32000,Diesel,17.01,1582,126.2,15.5
492,Hyundai i10 Era,2010,59000,Petrol,19.81,1086,68.05,2.32
493,Mercedes-Benz A Class,2016,35437,Diesel,20.0,2143,136.0,18.58
494,Maruti Ertiga VXI,2014,98000,Petrol,16.02,1373,93.7,5.5
495,Skoda Octavia Classic,2006,72000,Diesel,18.7,1896,66.0,3.2
496,Honda Amaze VX,2015,79000,Petrol,18.0,1198,86.7,4.0
497,Maruti Zen LXi,2004,29000,Petrol,17.3,993,60.0,1.6
498,Maruti SX4 ZXI,2013,66012,Petrol,15.5,1586,103.3,4.15
499,Honda Brio VX,2014,35000,Petrol,16.5,1198,86.8,4.25
500,Maruti Wagon R,2011,75000,Petrol,18.9,998,67.1,2.6
501,Toyota Camry A/T,2008,80000,Petrol,12.1,2362,164.7,3.43
502,Chevrolet Beat LS,2012,32717,Petrol,18.6,1199,79.4,2.55
503,Toyota Fortuner 4x4,2017,25000,Diesel,12.55,2982,168.5,32.0
504,Ford Ecosport 1.5,2014,79000,Diesel,22.7,1498,89.84,6.25
505,Maruti Swift Vdi,2010,86000,Diesel,17.8,1248,75.0,3.6
506,Mercedes-Benz S Class,2010,137000,Diesel,13.5,2987,282.0,18.5
507,Honda Mobilio S,2015,25000,Petrol,17.3,1497,117.3,4.25
508,Hyundai Grand i10,2017,8500,Petrol,18.9,1197,82.0,4.8
509,Mahindra XUV500 AT,2015,34000,Diesel,16.0,2179,140.0,13.0
510,Skoda Fabia 1.6,2012,41629,Petrol,14.83,1598,105.0,2.25
511,Hyundai Santro Xing,2009,80227,Petrol,17.92,1086,62.1,2.3
512,Hyundai Creta 1.6,2019,8587,Petrol,15.29,1591,121.3,13.56
513,Mahindra Scorpio 1.99,2017,30000,Diesel,15.4,1997,120.0,12.25
514,Skoda Rapid 1.6,2013,64186,Diesel,20.5,1598,103.5,3.76
515,Renault Duster 110PS,2015,76427,Diesel,19.01,1461,108.45,8.58
516,BMW X5 xDrive,2011,75000,Diesel,11.7,2993,245.0,27.5
517,Toyota Etios G,2013,27075,Petrol,17.6,1496,88.73,4.95
518,Maruti Wagon R,2012,30000,Petrol,22.5,998,67.04,3.3
519,Hyundai Creta 1.6,2016,69434,Petrol,15.8,1591,121.3,8.0
520,Maruti Celerio VXI,2014,56000,Petrol,23.1,998,67.04,2.79
521,Land Rover Range,2017,49275,Diesel,12.7,2179,187.7,45.64
522,Chevrolet Beat LT,2014,8700,Petrol,18.6,1199,76.8,2.55
523,Tata Nano Twist,2014,18000,Petrol,25.4,624,37.5,1.0
524,Audi A6 2011-2015,2017,41041,Diesel,17.68,1968,174.33,37.56
525,Mercedes-Benz E-Class 280,2009,80464,Diesel,11.0,2987,198.5,9.29
526,Maruti Swift VXI,2019,20667,Petrol,22.0,1197,81.8,6.37
527,Fiat Linea T,2013,60283,Petrol,14.6,1368,112.0,2.98
528,Maruti Swift VXI,2017,31696,Petrol,20.4,1197,81.8,5.75
529,Toyota Fortuner 3.0,2010,100000,Diesel,11.5,2982,171.0,13.0
530,Maruti Ertiga ZXI,2014,13361,Petrol,16.02,1373,93.7,6.8
531,BMW 3 Series,2010,48394,Petrol,12.05,1995,154.0,10.49
532,Maruti Ertiga VXI,2014,47399,Petrol,16.02,1373,93.7,5.6
533,Honda City 1.5,2010,69000,Petrol,16.8,1497,118.0,2.85
534,Hyundai Santa Fe,2013,65278,Diesel,14.66,2199,194.3,8.36
535,Tata Indigo LS,2005,108000,Diesel,17.0,1405,70.0,1.0
536,Mercedes-Benz E-Class 2009-2013,2010,50645,Petrol,10.93,2497,204.0,10.75
537,Maruti Swift Dzire,2011,130002,Diesel,19.3,1248,73.9,3.85
538,Ford Fiesta Classic,2012,107000,Diesel,17.8,1399,67.0,3.0
539,Honda City i,2015,41950,Petrol,18.0,1497,117.3,9.6
540,Toyota Fortuner 4x2,2012,109000,Diesel,13.0,2982,168.5,13.25
541,Honda Amaze VX,2016,9000,Petrol,18.0,1198,86.7,5.75
542,Hyundai i20 Asta,2014,43900,Diesel,22.54,1396,88.73,6.75
543,Chevrolet Enjoy TCDi,2013,64000,Diesel,18.2,1248,73.8,4.85
544,Mercedes-Benz New C-Class,2019,13190,Petrol,0.0,1950,181.43,38.99
545,Maruti SX4 ZXI,2009,77652,Petrol,12.6,1586,103.2,2.85
546,Toyota Innova 2.5,2012,55000,Diesel,12.99,2494,100.0,9.51
547,BMW 5 Series,2012,59900,Diesel,18.48,1995,177.0,18.5
548,Renault Duster 110PS,2015,73539,Diesel,19.01,1461,108.45,6.75
549,BMW X1 sDrive,2017,31645,Diesel,20.68,1995,190.0,29.4
550,Honda City ZX,2009,69690,Petrol,17.7,1497,78.0,3.29
551,Maruti Ciaz RS,2016,41000,Diesel,28.09,1248,88.5,9.5
552,Maruti Swift Dzire,2010,109200,Petrol,17.5,1298,85.8,2.2
553,Mahindra XUV500 W6,2012,80000,Diesel,15.1,2179,140.0,6.5
554,Honda Civic 2006-2010,2007,51000,Petrol,13.5,1799,130.0,4.9
555,Maruti Ertiga ZDI,2013,105000,Diesel,25.47,1248,88.5,6.75
556,Toyota Etios Liva,2013,179000,Diesel,23.59,1364,67.04,3.8
557,Audi TT 2.0,2013,12100,Petrol,9.9,1984,207.8,29.5
558,Skoda Rapid 1.5,2017,31000,Diesel,21.13,1498,108.4,10.5
559,Volkswagen Polo 1.5,2015,50000,Diesel,20.14,1498,88.8,6.2
560,Skoda Laura 1.9,2009,48000,Diesel,17.0,1896,105.0,5.0
561,Mahindra Renault Logan,2007,35000,Diesel,19.2,1461,65.0,2.3
562,Toyota Innova Crysta,2016,100200,Diesel,11.36,2755,171.5,17.0
563,BMW 3 Series,2014,47000,Diesel,18.88,1995,184.0,25.5
564,Honda Jazz 1.5,2015,63642,Diesel,27.3,1498,98.6,5.65
565,Honda Amaze VX,2015,62550,Diesel,25.8,1498,98.6,5.6
566,Jaguar XF 2.2,2015,37340,Diesel,16.36,2179,187.7,29.98
567,Maruti Swift Dzire,2016,38461,Diesel,26.59,1248,74.0,7.39
568,Jeep Compass 2.0,2018,29000,Diesel,17.1,1956,170.0,19.0
569,Toyota Corolla Altis,2010,31000,Petrol,12.5,1794,132.0,5.0
570,Honda City 1.5,2011,42086,Petrol,17.0,1497,118.0,3.35
571,Maruti Swift ZXI,2013,49000,Petrol,18.6,1197,85.8,4.45
572,Hyundai Verna 1.6,2019,77240,Diesel,22.32,1582,126.32,8.31
573,Mahindra Bolero ZLX,2012,105000,Diesel,15.96,2523,62.1,6.0
574,Maruti Swift VDI,2014,35000,Diesel,22.9,1248,74.0,5.25
575,Hyundai Santro Xing,2006,83072,Petrol,17.0,1086,74.0,1.4
576,Audi A6 2011-2015,2012,202082,Diesel,17.68,1968,174.33,12.3
577,Ford Ikon 1.3,2004,129000,Petrol,13.8,1299,70.0,1.5
578,Volkswagen Polo 1.5,2018,33558,Diesel,20.14,1498,88.0,8.12
579,Mahindra Bolero VLX,2012,60271,Diesel,13.6,2523,63.0,6.12
580,Honda City i,2017,45366,Diesel,25.1,1498,98.6,10.88
581,Chevrolet Sail Hatchback,2014,9500,Petrol,18.2,1199,82.5,3.5
582,Hyundai i20 1.2,2016,42362,Petrol,18.6,1197,81.83,6.15
583,BMW X1 sDrive,2016,21000,Diesel,17.05,1995,184.0,33.0
584,BMW X1 sDrive,2012,15200,Diesel,15.06,1995,177.0,13.5
585,Toyota Fortuner 4x2,2015,43690,Diesel,12.55,2982,168.5,17.11
586,Audi Q7 4.2,2014,79926,Diesel,11.33,4134,335.2,29.77
587,Maruti Ertiga VDI,2013,53073,Diesel,20.77,1248,88.76,5.95
588,Hyundai i20 1.2,2015,59000,Petrol,18.5,1197,80.0,5.75
589,Mercedes-Benz S Class,2006,47088,Petrol,10.13,3498,364.9,19.0
590,Renault Duster 85PS,2014,55000,Diesel,20.45,1461,83.8,4.75
591,Mahindra Quanto C2,2013,80430,Diesel,17.21,1493,100.0,3.3
592,Toyota Fortuner 4x2,2013,71932,Diesel,12.55,2982,168.5,16.5
593,BMW X5 2014-2019,2014,19000,Diesel,15.97,2993,258.0,44.0
594,Maruti Swift Dzire,2011,81759,Diesel,19.3,1248,73.9,4.39
595,Maruti Swift LDI,2018,52010,Diesel,25.2,1248,74.0,6.2
596,Audi A6 2011-2015,2016,58953,Petrol,13.53,1984,177.01,24.22
597,Mitsubishi Pajero 2.8,2008,93000,Diesel,10.5,2835,107.2,5.45
598,Jaguar XF 2.2,2016,10000,Diesel,16.36,2179,187.7,44.0
599,Toyota Innova Crysta,2019,40674,Diesel,11.36,2755,171.5,24.82
600,Skoda Octavia Ambition,2015,50000,Diesel,19.3,1968,141.0,11.69
601,Toyota Corolla Altis,2018,1331,Petrol,14.28,1798,138.03,20.0
602,Maruti Omni 8,2010,60000,Petrol,19.7,796,35.0,1.45
603,Mercedes-Benz GLC 220d,2018,10003,Diesel,17.9,2143,170.0,48.5
604,Volkswagen Vento 1.5,2016,25000,Diesel,21.5,1498,108.5,9.45
605,Mahindra XUV500 W10,2015,73000,Diesel,16.0,2179,140.0,12.5
606,Nissan Terrano XL,2014,59962,Diesel,20.45,1461,83.8,6.9
607,Hyundai Verna 1.6,2012,72000,Diesel,22.32,1582,126.32,5.8
608,BMW 5 Series,2016,20967,Diesel,14.69,2993,258.0,44.56
609,Mahindra Scorpio S4,2015,35000,Diesel,15.4,2179,120.0,8.5
610,Hyundai Verna 1.6,2017,38056,Diesel,23.9,1582,126.2,10.7
611,Audi Q7 3.0,2009,94000,Diesel,12.07,2967,241.4,12.0
612,Chevrolet Aveo U-VA,2010,64236,Petrol,14.7,1150,76.0,2.44
613,Mahindra Bolero ZLX,2000,124000,Diesel,13.6,2523,63.0,1.95
614,Hyundai Xcent 1.2,2014,7400,Petrol,19.1,1197,82.0,4.35
615,Toyota Innova Crysta,2017,52000,Diesel,13.68,2393,147.8,17.5
616,Hyundai EON Era,2015,68764,Petrol,21.1,814,55.2,2.9
617,Volkswagen Polo Diesel,2013,64000,Diesel,22.07,1199,73.9,2.9
618,Maruti Vitara Brezza,2016,21558,Diesel,24.3,1248,88.5,8.9
619,BMW 3 Series,2013,37500,Diesel,18.88,1995,184.0,16.75
620,Hyundai EON Sportz,2016,14077,Petrol,21.1,814,55.2,3.95
621,Honda City 1.5,2009,70000,Petrol,17.0,1497,118.0,2.1
622,Honda Accord 2.4,2011,54316,Petrol,12.8,2354,177.6,4.29
623,Mahindra Xylo E8,2009,90764,Diesel,14.0,2498,112.0,3.85
624,BMW 3 Series,2009,137000,Diesel,13.2,1995,170.0,9.0
625,Honda City V,2013,127000,Petrol,16.8,1497,116.3,4.5
626,Mahindra XUV500 W10,2016,51884,Diesel,16.0,2179,140.0,12.46
627,Hyundai i20 Asta,2014,67407,Diesel,21.27,1396,88.76,4.65
628,Toyota Fortuner 4x2,2014,107825,Diesel,13.0,2982,168.5,20.5
629,Mahindra Bolero DI,2006,82453,Diesel,13.6,2523,63.0,2.9
630,Maruti Esteem Vxi,2007,30441,Petrol,15.9,1298,85.0,1.45
631,Hyundai Santro LS,2002,70000,Petrol,0.0,1086,74.0,0.65
632,Mini Cooper 5,2016,11000,Diesel,20.7,1496,113.98,29.5
633,Audi Q3 35,2015,61000,Diesel,15.73,1968,174.33,25.0
634,Hyundai i20 Sportz,2013,48454,Petrol,17.0,1197,80.0,3.5
635,Tata Safari Storme,2017,37000,Diesel,14.1,2179,154.0,11.25
636,Honda BR-V i-DTEC,2017,32249,Diesel,21.9,1498,98.6,10.79
637,Volkswagen Jetta 2013-2015,2013,58000,Diesel,19.33,1968,138.03,5.9
638,Hyundai Xcent 1.2,2017,28360,Petrol,19.1,1197,81.86,5.12
639,Maruti Ignis 1.2,2017,7000,Petrol,20.89,1197,81.8,5.7
640,BMW 5 Series,2016,19658,Diesel,18.12,1995,190.0,35.84
641,Ford Ikon 1.3,2007,92000,Petrol,13.8,1299,70.0,1.25
642,Hyundai i10 Sportz,2013,25000,Petrol,20.36,1197,78.9,2.65
643,Hyundai Verna 1.6,2016,37882,Diesel,22.32,1582,126.3,9.19
644,BMW 3 Series,2014,69330,Diesel,16.07,1995,181.0,23.5
645,Mercedes-Benz E-Class 2009-2013,2011,61000,Petrol,12.3,1796,185.0,12.5
646,Chevrolet Beat Option,2010,35000,Petrol,18.6,1199,79.4,1.5
647,Hyundai Santro Xing,2004,200000,Petrol,0.0,1086,74.0,0.8
648,Tata Indica DLS,2009,82000,Diesel,13.5,1405,74.0,0.75
649,Mahindra XUV500 W8,2012,72450,Diesel,15.1,2179,140.0,8.1
650,Maruti Ciaz ZDi,2017,36381,Diesel,28.09,1248,88.5,9.75
651,Mercedes-Benz New C-Class,2017,25559,Diesel,19.71,2143,201.15,37.93
652,Honda City ZX,2005,100000,Petrol,16.4,1497,78.0,1.96
653,Toyota Fortuner 4x2,2015,94000,Diesel,11.5,2982,169.0,20.5
654,Maruti Alto K10,2011,64357,Petrol,24.07,998,67.1,2.75
655,Jaguar XJ 2.0L,2017,10501,Petrol,9.43,1999,237.4,75.0
656,Hyundai i20 1.4,2009,47000,Diesel,21.9,1396,90.0,2.8
657,Honda BRV i-VTEC,2017,18000,Petrol,16.0,1497,117.3,9.25
658,Toyota Corolla Executive,2007,89000,Petrol,13.4,1794,125.0,3.0
659,Audi A6 2011-2015,2014,49964,Diesel,17.68,1968,174.33,23.89
660,Toyota Innova 2.5,2014,35000,Diesel,12.99,2494,100.6,12.75
661,Hyundai Grand i10,2014,64000,Diesel,24.0,1120,70.0,4.15
662,Volkswagen Vento IPL,2013,36000,Petrol,14.8,1598,105.0,4.65
663,Toyota Innova 2.5,2012,78600,Diesel,12.8,2494,102.0,8.9
664,Hyundai Verna CRDi,2008,170000,Diesel,16.8,1493,110.0,1.5
665,Maruti Ritz VDi,2015,65000,Diesel,23.2,1248,73.94,3.27
666,Audi Q7 3.0,2008,120300,Diesel,12.07,2967,241.4,18.0
667,Hyundai i20 Asta,2016,21000,Petrol,18.6,1197,81.83,6.3
668,Maruti Vitara Brezza,2017,18108,Diesel,24.3,1248,88.5,11.31
669,Honda City i,2014,58407,Petrol,17.4,1497,117.3,6.16
670,Maruti Ciaz ZXi,2014,49500,Petrol,20.73,1373,91.1,6.0
671,Nissan Sunny XV,2013,37199,Petrol,17.5,1498,99.6,5.43
672,Volkswagen Polo Diesel,2012,62000,Diesel,22.07,1199,73.9,4.65
673,Maruti Ertiga ZDI,2015,59000,Diesel,20.77,1248,88.8,7.5
674,Maruti Swift Dzire,2015,60000,Diesel,26.59,1248,74.0,6.25
675,Mercedes-Benz New C-Class,2007,39037,Diesel,14.84,2143,170.0,9.25
676,Honda Brio S,2013,17003,Petrol,19.4,1198,86.8,3.15
677,Hyundai i10 Magna,2008,80400,Petrol,16.0,1086,66.7,2.3
678,Hyundai Verna 1.6,2012,75200,Diesel,22.32,1582,126.32,5.25
679,Maruti Ciaz VDI,2017,41217,Diesel,28.09,1248,88.5,7.4
680,Ford Ikon 1.3,2006,98293,Petrol,13.8,1299,70.0,1.55
681,Volkswagen Polo 1.2,2017,54000,Petrol,16.2,1199,74.0,6.0
682,Honda Jazz 1.2,2016,17377,Petrol,18.7,1199,88.7,5.9
683,Honda Amaze EX,2013,33800,Diesel,25.8,1498,98.6,4.7
684,Hyundai i20 Asta,2015,86157,Diesel,22.54,1396,88.73,6.5
685,Maruti Ritz VDi,2012,146824,Diesel,21.1,1248,73.9,3.55
686,Honda City V,2014,55000,Petrol,16.8,1497,116.3,7.1
687,Skoda Superb 1.8,2010,53293,Petrol,13.14,1798,160.0,6.0
688,Maruti Vitara Brezza,2017,38000,Diesel,24.3,1248,88.5,7.99
689,Hyundai i20 Asta,2009,64000,Petrol,17.0,1197,80.0,4.1
690,Maruti Alto K10,2017,25058,Petrol,24.07,998,67.1,3.95
691,Hyundai EON Era,2016,36700,Petrol,21.1,814,55.2,4.38
692,Hyundai i10 Sportz,2011,35000,Petrol,20.36,1197,78.9,2.75
693,Mercedes-Benz SLK-Class SLK,2016,22732,Petrol,18.1,3498,306.0,55.54
694,Audi A6 2.0,2014,48000,Diesel,18.53,1968,187.74,29.0
695,Ford EcoSport 1.5,2013,62084,Diesel,22.77,1498,98.59,6.6
696,Volkswagen Passat Highline,2012,39273,Diesel,14.3,1968,140.0,6.99
697,Toyota Innova Crysta,2017,64798,Diesel,13.68,2393,147.8,18.75
698,Ford Figo Diesel,2010,100002,Diesel,20.0,1399,68.0,1.28
699,Chevrolet Aveo 1.4,2006,78000,Petrol,14.49,1399,92.7,1.2
